selection_key,order_id,order_number,item_index,product_id,variant_id,sku,name,quantity,price,subtotal,total,currency,raw_item_json
order:66642,66642,66642,36,42431,,MINNIE16,LIBRO COLOREAR 16 PGS MINNIE,100,10.00,1000.00,1000.00,MXN,"{""id"":""42431"",""productId"":""42431"",""variantId"":"""",""sku"":""MINNIE16"",""name"":""LIBRO COLOREAR 16 PGS MINNIE"",""quantity"":100,""price"":10,""subtotal"":1000,""lineTotal"":1000,""currency"":"""",""rawItem"":{""id"":""42431"",""sku"":""MINNIE16"",""name"":""LIBRO COLOREAR 16 PGS MINNIE"",""price"":10,""quantity"":100,""subtotal"":1000,""line_total"":1000,""product_id"":""42431"",""variant_id"":null}}"
order:66642,66642,66642,37,66514,,LADYBUG16,LIBRO COLOREAR 16 PGS LADYBUG,100,10.00,1000.00,1000.00,MXN,"{""id"":""66514"",""productId"":""66514"",""variantId"":"""",""sku"":""LADYBUG16"",""name"":""LIBRO COLOREAR 16 PGS LADYBUG"",""quantity"":100,""price"":10,""subtotal"":1000,""lineTotal"":1000,""currency"":"""",""rawItem"":{""id"":""66514"",""sku"":""LADYBUG16"",""name"":""LIBRO COLOREAR 16 PGS LADYBUG"",""price"":10,""quantity"":100,""subtotal"":1000,""line_total"":1000,""product_id"":""66514"",""variant_id"":null}}"
order:66642,66642,66642,38,65902,,CARS16,LIBRO COLOREAR 16 PGS CARS,100,10.00,1000.00,1000.00,MXN,"{""id"":""65902"",""productId"":""65902"",""variantId"":"""",""sku"":""CARS16"",""name"":""LIBRO COLOREAR 16 PGS CARS"",""quantity"":100,""price"":10,""subtotal"":1000,""lineTotal"":1000,""currency"":"""",""rawItem"":{""id"":""65902"",""sku"":""CARS16"",""name"":""LIBRO COLOREAR 16 PGS CARS"",""price"":10,""quantity"":100,""subtotal"":1000,""line_total"":1000,""product_id"":""65902"",""variant_id"":null}}"
order:66642,66642,66642,39,65903,,FROZEN16,LIBRO COLOREAR 16 PGS FROZEN,100,10.00,1000.00,1000.00,MXN,"{""id"":""65903"",""productId"":""65903"",""variantId"":"""",""sku"":""FROZEN16"",""name"":""LIBRO COLOREAR 16 PGS FROZEN"",""quantity"":100,""price"":10,""subtotal"":1000,""lineTotal"":1000,""currency"":"""",""rawItem"":{""id"":""65903"",""sku"":""FROZEN16"",""name"":""LIBRO COLOREAR 16 PGS FROZEN"",""price"":10,""quantity"":100,""subtotal"":1000,""line_total"":1000,""product_id"":""65903"",""variant_id"":null}}"
order:66642,66642,66642,40,65560,,SH739831,LANZADOR DE AGUA 35CM,144,28.45,4096.80,4096.80,MXN,"{""id"":""65560"",""productId"":""65560"",""variantId"":"""",""sku"":""SH739831"",""name"":""LANZADOR DE AGUA 35CM"",""quantity"":144,""price"":28.45,""subtotal"":4096.8,""lineTotal"":4096.8,""currency"":"""",""rawItem"":{""id"":""65560"",""sku"":""SH739831"",""name"":""LANZADOR DE AGUA 35CM"",""price"":28.45,""quantity"":144,""subtotal"":4096.8,""line_total"":4096.8,""product_id"":""65560"",""variant_id"":null}}"
order:66642,66642,66642,41,65467,,SH21021888,JUEGO DE PESCA 23CM,144,25.00,3600.00,3600.00,MXN,"{""id"":""65467"",""productId"":""65467"",""variantId"":"""",""sku"":""SH21021888"",""name"":""JUEGO DE PESCA 23CM"",""quantity"":144,""price"":25,""subtotal"":3600,""lineTotal"":3600,""currency"":"""",""rawItem"":{""id"":""65467"",""sku"":""SH21021888"",""name"":""JUEGO DE PESCA 23CM"",""price"":25,""quantity"":144,""subtotal"":3600,""line_total"":3600,""product_id"":""65467"",""variant_id"":null}}"
order:66642,66642,66642,42,39929,,SH24008780,JUEGO DE MAQUILLAJE,144,25.00,3600.00,3600.00,MXN,"{""id"":""39929"",""productId"":""39929"",""variantId"":"""",""sku"":""SH24008780"",""name"":""JUEGO DE MAQUILLAJE"",""quantity"":144,""price"":25,""subtotal"":3600,""lineTotal"":3600,""currency"":"""",""rawItem"":{""id"":""39929"",""sku"":""SH24008780"",""name"":""JUEGO DE MAQUILLAJE"",""price"":25,""quantity"":144,""subtotal"":3600,""line_total"":3600,""product_id"":""39929"",""variant_id"":null}}"
order:66642,66642,66642,43,38705,,SH22106445,JUEGO DE DOCTOR,96,35.35,3393.60,3393.60,MXN,"{""id"":""38705"",""productId"":""38705"",""variantId"":"""",""sku"":""SH22106445"",""name"":""JUEGO DE DOCTOR"",""quantity"":96,""price"":35.35,""subtotal"":3393.6,""lineTotal"":3393.6,""currency"":"""",""rawItem"":{""id"":""38705"",""sku"":""SH22106445"",""name"":""JUEGO DE DOCTOR"",""price"":35.35,""quantity"":96,""subtotal"":3393.6,""line_total"":3393.6,""product_id"":""38705"",""variant_id"":null}}"
order:66642,66642,66642,44,34497,,SH23119117,GLOBOS DE AGUA 37 PIEZAS,192,16.38,3144.96,3144.96,MXN,"{""id"":""34497"",""productId"":""34497"",""variantId"":"""",""sku"":""SH23119117"",""name"":""GLOBOS DE AGUA 37 PIEZAS"",""quantity"":192,""price"":16.38,""subtotal"":3144.96,""lineTotal"":3144.96,""currency"":"""",""rawItem"":{""id"":""34497"",""sku"":""SH23119117"",""name"":""GLOBOS DE AGUA 37 PIEZAS"",""price"":16.38,""quantity"":192,""subtotal"":3144.96,""line_total"":3144.96,""product_id"":""34497"",""variant_id"":null}}"
order:66642,66642,66642,45,54049,,SWA3023,FOAMY MOLDEABLE 12 PIEZAS,120,25.00,3000.00,3000.00,MXN,"{""id"":""54049"",""productId"":""54049"",""variantId"":"""",""sku"":""SWA3023"",""name"":""FOAMY MOLDEABLE 12 PIEZAS"",""quantity"":120,""price"":25,""subtotal"":3000,""lineTotal"":3000,""currency"":"""",""rawItem"":{""id"":""54049"",""sku"":""SWA3023"",""name"":""FOAMY MOLDEABLE 12 PIEZAS"",""price"":25,""quantity"":120,""subtotal"":3000,""line_total"":3000,""product_id"":""54049"",""variant_id"":null}}"
order:66642,66642,66642,46,32807,,SWA2995,DOMINO,144,21.55,3103.20,3103.20,MXN,"{""id"":""32807"",""productId"":""32807"",""variantId"":"""",""sku"":""SWA2995"",""name"":""DOMINO"",""quantity"":144,""price"":21.55,""subtotal"":3103.2,""lineTotal"":3103.2,""currency"":"""",""rawItem"":{""id"":""32807"",""sku"":""SWA2995"",""name"":""DOMINO"",""price"":21.55,""quantity"":144,""subtotal"":3103.2,""line_total"":3103.2,""product_id"":""32807"",""variant_id"":null}}"
order:66642,66642,66642,47,43966,,SH22106301,CARREOLA METALICA.,24,116.38,2793.12,2793.12,MXN,"{""id"":""43966"",""productId"":""43966"",""variantId"":"""",""sku"":""SH22106301"",""name"":""CARREOLA METALICA."",""quantity"":24,""price"":116.38,""subtotal"":2793.12,""lineTotal"":2793.12,""currency"":"""",""rawItem"":{""id"":""43966"",""sku"":""SH22106301"",""name"":""CARREOLA METALICA."",""price"":116.38,""quantity"":24,""subtotal"":2793.12,""line_total"":2793.12,""product_id"":""43966"",""variant_id"":null}}"
order:66642,66642,66642,48,54027,,SH1155669,CAMION FRICCION.,36,85.35,3072.60,3072.60,MXN,"{""id"":""54027"",""productId"":""54027"",""variantId"":"""",""sku"":""SH1155669"",""name"":""CAMION FRICCION."",""quantity"":36,""price"":85.35,""subtotal"":3072.6,""lineTotal"":3072.6,""currency"":"""",""rawItem"":{""id"":""54027"",""sku"":""SH1155669"",""name"":""CAMION FRICCION."",""price"":85.35,""quantity"":36,""subtotal"":3072.6,""line_total"":3072.6,""product_id"":""54027"",""variant_id"":null}}"
order:66642,66642,66642,49,43971,,SH23149088,BURBUJAS ESPADA 37CM.,144,12.93,1861.92,1861.92,MXN,"{""id"":""43971"",""productId"":""43971"",""variantId"":"""",""sku"":""SH23149088"",""name"":""BURBUJAS ESPADA 37CM."",""quantity"":144,""price"":12.93,""subtotal"":1861.92,""lineTotal"":1861.92,""currency"":"""",""rawItem"":{""id"":""43971"",""sku"":""SH23149088"",""name"":""BURBUJAS ESPADA 37CM."",""price"":12.93,""quantity"":144,""subtotal"":1861.92,""line_total"":1861.92,""product_id"":""43971"",""variant_id"":null}}"
order:66642,66642,66642,50,43970,,SH23149078,BURBUJAS ESPADA 37CM.,144,12.93,1861.92,1861.92,MXN,"{""id"":""43970"",""productId"":""43970"",""variantId"":"""",""sku"":""SH23149078"",""name"":""BURBUJAS ESPADA 37CM."",""quantity"":144,""price"":12.93,""subtotal"":1861.92,""lineTotal"":1861.92,""currency"":"""",""rawItem"":{""id"":""43970"",""sku"":""SH23149078"",""name"":""BURBUJAS ESPADA 37CM."",""price"":12.93,""quantity"":144,""subtotal"":1861.92,""line_total"":1861.92,""product_id"":""43970"",""variant_id"":null}}"
order:66642,66642,66642,51,31668,,SH21013340,BURBUJAS ESPADA 37CM.,144,15.52,2234.88,2234.88,MXN,"{""id"":""31668"",""productId"":""31668"",""variantId"":"""",""sku"":""SH21013340"",""name"":""BURBUJAS ESPADA 37CM."",""quantity"":144,""price"":15.52,""subtotal"":2234.88,""lineTotal"":2234.88,""currency"":"""",""rawItem"":{""id"":""31668"",""sku"":""SH21013340"",""name"":""BURBUJAS ESPADA 37CM."",""price"":15.52,""quantity"":144,""subtotal"":2234.88,""line_total"":2234.88,""product_id"":""31668"",""variant_id"":null}}"
order:66642,66642,66642,52,65500,,SH22000961,BURBUJAS ESPADA 37CM,144,15.52,2234.88,2234.88,MXN,"{""id"":""65500"",""productId"":""65500"",""variantId"":"""",""sku"":""SH22000961"",""name"":""BURBUJAS ESPADA 37CM"",""quantity"":144,""price"":15.52,""subtotal"":2234.88,""lineTotal"":2234.88,""currency"":"""",""rawItem"":{""id"":""65500"",""sku"":""SH22000961"",""name"":""BURBUJAS ESPADA 37CM"",""price"":15.52,""quantity"":144,""subtotal"":2234.88,""line_total"":2234.88,""product_id"":""65500"",""variant_id"":null}}"
order:66642,66642,66642,53,41965,,SH23149094,BURBUJAS ESPADA 37CM,144,12.93,1861.92,1861.92,MXN,"{""id"":""41965"",""productId"":""41965"",""variantId"":"""",""sku"":""SH23149094"",""name"":""BURBUJAS ESPADA 37CM"",""quantity"":144,""price"":12.93,""subtotal"":1861.92,""lineTotal"":1861.92,""currency"":"""",""rawItem"":{""id"":""41965"",""sku"":""SH23149094"",""name"":""BURBUJAS ESPADA 37CM"",""price"":12.93,""quantity"":144,""subtotal"":1861.92,""line_total"":1861.92,""product_id"":""41965"",""variant_id"":null}}"
order:66642,66642,66642,54,65498,,SH22000953,BURBUJAS ESPADA 37CM,144,15.52,2234.88,2234.88,MXN,"{""id"":""65498"",""productId"":""65498"",""variantId"":"""",""sku"":""SH22000953"",""name"":""BURBUJAS ESPADA 37CM"",""quantity"":144,""price"":15.52,""subtotal"":2234.88,""lineTotal"":2234.88,""currency"":"""",""rawItem"":{""id"":""65498"",""sku"":""SH22000953"",""name"":""BURBUJAS ESPADA 37CM"",""price"":15.52,""quantity"":144,""subtotal"":2234.88,""line_total"":2234.88,""product_id"":""65498"",""variant_id"":null}}"
order:66642,66642,66642,55,41960,,SH23036861,BURBUJAS ESPADA 37CM,144,13.79,1985.76,1985.76,MXN,"{""id"":""41960"",""productId"":""41960"",""variantId"":"""",""sku"":""SH23036861"",""name"":""BURBUJAS ESPADA 37CM"",""quantity"":144,""price"":13.79,""subtotal"":1985.76,""lineTotal"":1985.76,""currency"":"""",""rawItem"":{""id"":""41960"",""sku"":""SH23036861"",""name"":""BURBUJAS ESPADA 37CM"",""price"":13.79,""quantity"":144,""subtotal"":1985.76,""line_total"":1985.76,""product_id"":""41960"",""variant_id"":null}}"
order:66642,66642,66642,56,41966,,SH23149514,BURBUJAS ESPADA 26CM.,240,8.62,2068.80,2068.80,MXN,"{""id"":""41966"",""productId"":""41966"",""variantId"":"""",""sku"":""SH23149514"",""name"":""BURBUJAS ESPADA 26CM."",""quantity"":240,""price"":8.62,""subtotal"":2068.8,""lineTotal"":2068.8,""currency"":"""",""rawItem"":{""id"":""41966"",""sku"":""SH23149514"",""name"":""BURBUJAS ESPADA 26CM."",""price"":8.62,""quantity"":240,""subtotal"":2068.8,""line_total"":2068.8,""product_id"":""41966"",""variant_id"":null}}"
order:66642,66642,66642,57,41962,,SH23149062,BURBUJAS ESPADA 26CM.,240,8.62,2068.80,2068.80,MXN,"{""id"":""41962"",""productId"":""41962"",""variantId"":"""",""sku"":""SH23149062"",""name"":""BURBUJAS ESPADA 26CM."",""quantity"":240,""price"":8.62,""subtotal"":2068.8,""lineTotal"":2068.8,""currency"":"""",""rawItem"":{""id"":""41962"",""sku"":""SH23149062"",""name"":""BURBUJAS ESPADA 26CM."",""price"":8.62,""quantity"":240,""subtotal"":2068.8,""line_total"":2068.8,""product_id"":""41962"",""variant_id"":null}}"
order:66642,66642,66642,58,41908,,SH23149060,BURBUJAS ESPADA 26CM.,240,8.62,2068.80,2068.80,MXN,"{""id"":""41908"",""productId"":""41908"",""variantId"":"""",""sku"":""SH23149060"",""name"":""BURBUJAS ESPADA 26CM."",""quantity"":240,""price"":8.62,""subtotal"":2068.8,""lineTotal"":2068.8,""currency"":"""",""rawItem"":{""id"":""41908"",""sku"":""SH23149060"",""name"":""BURBUJAS ESPADA 26CM."",""price"":8.62,""quantity"":240,""subtotal"":2068.8,""line_total"":2068.8,""product_id"":""41908"",""variant_id"":null}}"
order:66642,66642,66642,59,65400,,SWA3071,AVION CON LUZ,100,43.10,4310.00,4310.00,MXN,"{""id"":""65400"",""productId"":""65400"",""variantId"":"""",""sku"":""SWA3071"",""name"":""AVION CON LUZ"",""quantity"":100,""price"":43.1,""subtotal"":4310,""lineTotal"":4310,""currency"":"""",""rawItem"":{""id"":""65400"",""sku"":""SWA3071"",""name"":""AVION CON LUZ"",""price"":43.1,""quantity"":100,""subtotal"":4310,""line_total"":4310,""product_id"":""65400"",""variant_id"":null}}"
order:66642,66642,66642,60,38703,,SH22072377,ANIMALES DE SELVA,144,25.86,3723.84,3723.84,MXN,"{""id"":""38703"",""productId"":""38703"",""variantId"":"""",""sku"":""SH22072377"",""name"":""ANIMALES DE SELVA"",""quantity"":144,""price"":25.86,""subtotal"":3723.84,""lineTotal"":3723.84,""currency"":"""",""rawItem"":{""id"":""38703"",""sku"":""SH22072377"",""name"":""ANIMALES DE SELVA"",""price"":25.86,""quantity"":144,""subtotal"":3723.84,""line_total"":3723.84,""product_id"":""38703"",""variant_id"":null}}"
order:66642,66642,66642,61,38716,,SH968966,ANIMALES DE GRANJA,144,25.86,3723.84,3723.84,MXN,"{""id"":""38716"",""productId"":""38716"",""variantId"":"""",""sku"":""SH968966"",""name"":""ANIMALES DE GRANJA"",""quantity"":144,""price"":25.86,""subtotal"":3723.84,""lineTotal"":3723.84,""currency"":"""",""rawItem"":{""id"":""38716"",""sku"":""SH968966"",""name"":""ANIMALES DE GRANJA"",""price"":25.86,""quantity"":144,""subtotal"":3723.84,""line_total"":3723.84,""product_id"":""38716"",""variant_id"":null}}"
order:66630,66630,66630,1,65656,,SH22101597,PISTOLA DE BURBUJAS,1,76.72,76.72,76.72,MXN,"{""id"":""65656"",""productId"":""65656"",""variantId"":"""",""sku"":""SH22101597"",""name"":""PISTOLA DE BURBUJAS"",""quantity"":1,""price"":76.72,""subtotal"":76.72,""lineTotal"":76.72,""currency"":"""",""rawItem"":{""id"":""65656"",""sku"":""SH22101597"",""name"":""PISTOLA DE BURBUJAS"",""price"":76.72,""quantity"":1,""subtotal"":76.72,""line_total"":76.72,""product_id"":""65656"",""variant_id"":null}}"
order:66625,66625,66625,1,30272,,SH19113529,JUEGO DE DOCTOR,100,51.86,5186.04,5186.04,MXN,"{""id"":""30272"",""productId"":""30272"",""variantId"":"""",""sku"":""SH19113529"",""name"":""JUEGO DE DOCTOR"",""quantity"":100,""price"":51.86,""subtotal"":5186.04,""lineTotal"":5186.04,""currency"":"""",""rawItem"":{""id"":""30272"",""sku"":""SH19113529"",""name"":""JUEGO DE DOCTOR"",""price"":51.86,""quantity"":100,""subtotal"":5186.04,""line_total"":5186.04,""product_id"":""30272"",""variant_id"":null}}"
order:66625,66625,66625,2,22877,,SH222266,MUÑECA.,50,83.51,4175.26,4175.26,MXN,"{""id"":""22877"",""productId"":""22877"",""variantId"":"""",""sku"":""SH222266"",""name"":""MUÑECA."",""quantity"":50,""price"":83.51,""subtotal"":4175.26,""lineTotal"":4175.26,""currency"":"""",""rawItem"":{""id"":""22877"",""sku"":""SH222266"",""name"":""MUÑECA."",""price"":83.51,""quantity"":50,""subtotal"":4175.26,""line_total"":4175.26,""product_id"":""22877"",""variant_id"":null}}"
order:66625,66625,66625,3,65209,,SH1158925,JUEGO DE MAQUILLAJE DOBLE FRESA.,50,73.68,3684.05,3684.05,MXN,"{""id"":""65209"",""productId"":""65209"",""variantId"":"""",""sku"":""SH1158925"",""name"":""JUEGO DE MAQUILLAJE DOBLE FRESA."",""quantity"":50,""price"":73.68,""subtotal"":3684.05,""lineTotal"":3684.05,""currency"":"""",""rawItem"":{""id"":""65209"",""sku"":""SH1158925"",""name"":""JUEGO DE MAQUILLAJE DOBLE FRESA."",""price"":73.68,""quantity"":50,""subtotal"":3684.05,""line_total"":3684.05,""product_id"":""65209"",""variant_id"":null}}"
order:66625,66625,66625,4,66114,,SH23199173,JUEGO PARA HACER PULSERAS,49,61.38,3007.59,3007.59,MXN,"{""id"":""66114"",""productId"":""66114"",""variantId"":"""",""sku"":""SH23199173"",""name"":""JUEGO PARA HACER PULSERAS"",""quantity"":49,""price"":61.38,""subtotal"":3007.59,""lineTotal"":3007.59,""currency"":"""",""rawItem"":{""id"":""66114"",""sku"":""SH23199173"",""name"":""JUEGO PARA HACER PULSERAS"",""price"":61.38,""quantity"":49,""subtotal"":3007.59,""line_total"":3007.59,""product_id"":""66114"",""variant_id"":null}}"
order:66625,66625,66625,5,39611,,SH20014568,JUEGO DE COCINA.,50,76.50,3824.75,3824.75,MXN,"{""id"":""39611"",""productId"":""39611"",""variantId"":"""",""sku"":""SH20014568"",""name"":""JUEGO DE COCINA."",""quantity"":50,""price"":76.5,""subtotal"":3824.75,""lineTotal"":3824.75,""currency"":"""",""rawItem"":{""id"":""39611"",""sku"":""SH20014568"",""name"":""JUEGO DE COCINA."",""price"":76.5,""quantity"":50,""subtotal"":3824.75,""line_total"":3824.75,""product_id"":""39611"",""variant_id"":null}}"
order:66613,66613,66613,1,65511,,SH1101322,JUEGO DE TE,6,23.45,140.69,140.69,MXN,"{""id"":""65511"",""productId"":""65511"",""variantId"":"""",""sku"":""SH1101322"",""name"":""JUEGO DE TE"",""quantity"":6,""price"":23.45,""subtotal"":140.69,""lineTotal"":140.69,""currency"":"""",""rawItem"":{""id"":""65511"",""sku"":""SH1101322"",""name"":""JUEGO DE TE"",""price"":23.45,""quantity"":6,""subtotal"":140.69,""line_total"":140.69,""product_id"":""65511"",""variant_id"":null}}"
order:66613,66613,66613,2,66020,,SH22105677,MASCOTAS CON ACCESORIOS,6,23.45,140.69,140.69,MXN,"{""id"":""66020"",""productId"":""66020"",""variantId"":"""",""sku"":""SH22105677"",""name"":""MASCOTAS CON ACCESORIOS"",""quantity"":6,""price"":23.45,""subtotal"":140.69,""lineTotal"":140.69,""currency"":"""",""rawItem"":{""id"":""66020"",""sku"":""SH22105677"",""name"":""MASCOTAS CON ACCESORIOS"",""price"":23.45,""quantity"":6,""subtotal"":140.69,""line_total"":140.69,""product_id"":""66020"",""variant_id"":null}}"
order:66613,66613,66613,3,39635,,SH22102448,JUEGO DE COCINA,6,24.91,149.48,149.48,MXN,"{""id"":""39635"",""productId"":""39635"",""variantId"":"""",""sku"":""SH22102448"",""name"":""JUEGO DE COCINA"",""quantity"":6,""price"":24.91,""subtotal"":149.48,""lineTotal"":149.48,""currency"":"""",""rawItem"":{""id"":""39635"",""sku"":""SH22102448"",""name"":""JUEGO DE COCINA"",""price"":24.91,""quantity"":6,""subtotal"":149.48,""line_total"":149.48,""product_id"":""39635"",""variant_id"":null}}"
order:66613,66613,66613,4,40524,,SH23100949,CARRITOS DE METAL 4 PIEZAS,12,24.91,298.97,298.97,MXN,"{""id"":""40524"",""productId"":""40524"",""variantId"":"""",""sku"":""SH23100949"",""name"":""CARRITOS DE METAL 4 PIEZAS"",""quantity"":12,""price"":24.91,""subtotal"":298.97,""lineTotal"":298.97,""currency"":"""",""rawItem"":{""id"":""40524"",""sku"":""SH23100949"",""name"":""CARRITOS DE METAL 4 PIEZAS"",""price"":24.91,""quantity"":12,""subtotal"":298.97,""line_total"":298.97,""product_id"":""40524"",""variant_id"":null}}"
order:66613,66613,66613,5,40812,,SH23100940,CARRITOS DE METAL 4 PIEZAS,13,24.91,323.88,323.88,MXN,"{""id"":""40812"",""productId"":""40812"",""variantId"":"""",""sku"":""SH23100940"",""name"":""CARRITOS DE METAL 4 PIEZAS"",""quantity"":13,""price"":24.91,""subtotal"":323.88,""lineTotal"":323.88,""currency"":"""",""rawItem"":{""id"":""40812"",""sku"":""SH23100940"",""name"":""CARRITOS DE METAL 4 PIEZAS"",""price"":24.91,""quantity"":13,""subtotal"":323.88,""line_total"":323.88,""product_id"":""40812"",""variant_id"":null}}"
